movieId,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir,no genres listed,average_rating
338,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2.8421052631578947
372,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7142857142857144
379,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2.380952380952381
407,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.25
414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333333333
420,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.6610169491525424
422,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.2
427,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2.5
486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
512,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.0
513,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.25
551,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4408602150537635
558,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.875
610,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.484848484848485
611,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.333333333333333
671,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.388888888888889
674,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.111111111111111
724,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2.935483870967742
742,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.727272727272727
743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.413793103448276
761,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.736842105263158
785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2142857142857144
788,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.6219512195121952
798,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2.6666666666666665
810,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1666666666666665
829,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6666666666666665
832,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.216216216216216
866,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.9565217391304346
879,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.0
903,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.9
906,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
911,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.692307692307693
915,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.633333333333333
921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333333333
931,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.7777777777777777
933,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4.173913043478261
965,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.909090909090909
984,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
1016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
1021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2222222222222223
1047,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3.1818181818181817
1081,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4166666666666665
1129,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.3846153846153846
1215,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.901960784313725
1238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
1257,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.592592592592593
1269,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.655172413793104
1285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.634146341463415
1297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
1322,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3333333333333333
1324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0
1330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5
1333,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.477272727272727
1339,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.3793103448275863
1342,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.363636363636364
1345,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.1944444444444446
1346,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.75
1355,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0
1359,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7222222222222223
1367,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.978723404255319
1372,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3.261904761904762
1373,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.6
1376,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.395348837209302
1378,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
1379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
1380,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9558823529411766
1394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.896551724137931
1407,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3.0428571428571427
1409,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3043478260869565
1427,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0
1441,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3684210526315788
1456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
1457,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833333333333333
1461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
1474,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
1479,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.1
1485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.824324324324324
1489,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
1499,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.8148148148148149
1542,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571428571428572
1550,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
1551,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
1556,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.5263157894736843
1562,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.071428571428572
1566,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.290322580645161
1569,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.325
1583,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
1588,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95
1591,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2.5
1593,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833333333333333
1603,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2.3076923076923075
1614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.730769230769231
1645,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.2745098039215685
1648,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
1658,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.875
1663,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.676470588235294
1665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875
1679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
1681,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7142857142857142
1688,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.2
1689,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.142857142857143
1690,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.8222222222222224
1702,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8125
1717,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2.774193548387097
1718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
1722,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.888888888888889
1747,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.290322580645161
1748,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.625
1754,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.466666666666667
1779,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.608695652173913
1783,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2.8
1798,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0
1806,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
1812,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
1816,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
1831,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.310344827586207
1845,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.8666666666666663
1848,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
1855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571428571428572
1862,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.7777777777777777
1881,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0
1888,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665
1891,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0
1894,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
1906,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
1911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4375
1919,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
1921,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.6595744680851054
1963,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1818181818181817
1970,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.833333333333333
1971,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.2857142857142856
1972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0
1973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.2
1991,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.6666666666666665
1994,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.25531914893617
2003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2439024390243905
2004,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2666666666666666
2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625
2015,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2222222222222223
2016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.75
2026,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0
2034,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.555555555555556
2036,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2037,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2040,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857142857
2041,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333333333
2044,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
2052,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6956521739130435
2053,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.95
2060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857142857
2065,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.615384615384616
2082,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.576923076923077
2088,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.388888888888889
2092,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.333333333333333
2097,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2.8
2108,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.458333333333333
2110,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.2777777777777777
2111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
2118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6
2123,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.533333333333333
2133,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15
2134,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.9545454545454546
2140,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3529411764705883
2144,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4693877551020407
2148,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
2153,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.272727272727273
2167,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3.206896551724138
2169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142857142857143
2171,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
2206,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3.8
2227,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.333333333333333
2232,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3.333333333333333
2243,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392857142857143
2244,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
2245,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.090909090909091
2248,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7948717948717943
2249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1818181818181817
2255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
2261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833333333333333
2263,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.8
2266,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2267,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.5
2279,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.2
2287,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.6
2294,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.088888888888889
2302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169491525423729
2315,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0
2320,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7777777777777777
2321,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.344262295081968
2328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.2857142857142856
2335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0357142857142856
2354,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4285714285714284
2355,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.380434782608696
2369,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625
2371,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.958333333333333
2372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111111111111111
2374,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.111111111111111
2375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857142857
2393,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0
2394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.36
2396,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.684782608695652
2407,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.1627906976744184
2413,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.333333333333333
2416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8125
2418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665
2423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
2428,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.3043478260869565
2446,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0
2453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2455,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3.2790697674418605
2458,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.75
2463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2857142857142856
2465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3333333333333333
2468,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.4
2491,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
2496,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8
2518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2539,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2548,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.8333333333333333
2550,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.0
2555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6666666666666667
2558,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333333333
2605,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.86046511627907
2606,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.466666666666667
2614,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.0
2622,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.090909090909091
2642,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.090909090909091
2643,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.625
2668,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.75
2672,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.833333333333333
2687,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333333333
2699,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6226415094339623
2709,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.111111111111111
2710,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2.625
2719,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0
2720,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.9523809523809523
2722,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2.6206896551724137
2733,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2746,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.1794871794871797
2754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0
2788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.928571428571429
2793,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.2
2802,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
2804,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.872727272727273
2806,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.111111111111111
2808,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.0
2822,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
2840,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.739130434782609
2857,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.2142857142857144
2860,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555555555555556
2867,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.583333333333333
2870,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
2883,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
2888,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
2898,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.0
2900,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.5
2915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.357142857142857
2936,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857142857142857
2968,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.634146341463415
2995,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.2142857142857144
3005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.72
3016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
3017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
3031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
3032,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3.5
3035,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8181818181818175
3040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2222222222222223
3048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
3056,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4.0
3063,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.1666666666666665
3064,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.333333333333333
3070,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4761904761904763
3072,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5185185185185186
3082,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.2051282051282053
3087,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0416666666666665
3101,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
3104,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.5454545454545454
3113,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2.6
